,name,phone,latitude,longitude,addtional_info,type,address,url
10,McDonald's,+17734553321,41.9680323328352,-87.7248544245958,Yelp Rating: 2.0 Reviews: 26,restaurants,3855 W Lawrence Ave,https://www.yelp.com/biz/mcdonalds-chicago-129?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
11,Cardona's,+17732798193,41.9682151,-87.7173784,Yelp Rating: 3.5 Reviews: 36,restaurants,3537 W Lawrence Ave,https://www.yelp.com/biz/cardonas-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Nicky's Fruit Market,+17732675850,41.9681951,-87.7199798,Yelp Rating: 3.0 Reviews: 1,food,3657 W Lawrence Ave,https://www.yelp.com/biz/nickys-fruit-market-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,M & J Liquor & Grocery,+17732670733,41.96859,-87.72045,Yelp Rating: 4.0 Reviews: 2,food,3654 W Lawrence Ave,https://www.yelp.com/biz/m-and-j-liquor-and-grocery-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,Nak Won Korean Bakery,+17735888769,41.9685599,-87.7226699,Yelp Rating: 4.5 Reviews: 7,food,3746 W Lawrence Ave,https://www.yelp.com/biz/nak-won-korean-bakery-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Cremería La Ordeña,+18722085581,41.96855,-87.72369,Yelp Rating: 5.0 Reviews: 6,food,3810 W Lawrence Ave,https://www.yelp.com/biz/cremer%C3%ADa-la-orde%C3%B1a-chicago-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Joe's Food & Liquors,+17734781078,41.9684749,-87.7192068,Yelp Rating: 3.5 Reviews: 15,food,3626 W Lawrence Ave,https://www.yelp.com/biz/joes-food-and-liquors-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,Dokil Bakery,+17735393551,41.9684103,-87.7247651,Yelp Rating: 4.0 Reviews: 17,food,3844 W Lawrence Ave,https://www.yelp.com/biz/dokil-bakery-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,Durango Bakery,+17735395171,41.96861,-87.71802,Yelp Rating: 4.0 Reviews: 11,food,3554 W Lawrence Ave,https://www.yelp.com/biz/durango-bakery-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,Antojitos Majicos,+17739836818,41.96864,-87.71751,Yelp Rating: 4.0 Reviews: 10,food,3540 W Lawrence Ave,https://www.yelp.com/biz/antojitos-majicos-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,Kapatid Oriental Store,+17732671426,41.9684849,-87.7175107,Yelp Rating: 4.0 Reviews: 8,food,3538 W Lawrence Ave,https://www.yelp.com/biz/kapatid-oriental-store-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
10,Q Stop,+17734783393,41.9681,-87.71684,Yelp Rating: 3.5 Reviews: 18,food,3523 W Lawrence Ave,https://www.yelp.com/biz/q-stop-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Lawrence Eye Care,+17735835727,41.96806,-87.7213,Yelp Rating: 3.0 Reviews: 45,health,3711 W Lawrence Ave,https://www.yelp.com/biz/lawrence-eye-care-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Heartland Health Centers,+17733667777,41.9681345457332,-87.7222147175312,Yelp Rating: 1.5 Reviews: 3,health,3737 W Lawrence Ave,https://www.yelp.com/biz/heartland-health-centers-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,Total Dental Center,+17734635757,41.96807,-87.71973,Yelp Rating: 5.0 Reviews: 9,health,3637 W Lawrence Ave,https://www.yelp.com/biz/total-dental-center-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Lawrence Dental Group,+17735887660,41.9680824279785,-87.7186279296875,Yelp Rating: 2.5 Reviews: 3,health,3607 W Lawrence Ave,https://www.yelp.com/biz/lawrence-dental-group-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Sweet N' Healthy Nutrition,+17733310223,41.96851,-87.72767,Yelp Rating: 5.0 Reviews: 6,health,3950 Lawrence,https://www.yelp.com/biz/sweet-n-healthy-nutrition-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,1st Family Dental of Pulaski,+17736045050,41.966851514152,-87.7275091409684,Yelp Rating: 3.5 Reviews: 5,health,4707 N Pulaski Rd,https://www.yelp.com/biz/1st-family-dental-of-pulaski-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,Good Morning Clinic,+17737941111,41.968149,-87.7284635,Yelp Rating: 4.0 Reviews: 35,health,4007 W Lawrence Ave,https://www.yelp.com/biz/good-morning-clinic-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,Ambassador Nursing & Rehabilitation,+17735837130,41.97038,-87.71498,Yelp Rating: 5.0 Reviews: 1,health,4900 N Bernard St,https://www.yelp.com/biz/ambassador-nursing-and-rehabilitation-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,Precision Dental Care,+17732832100,41.96911,-87.72892,Yelp Rating: 2.5 Reviews: 3,health,4830 N Pulaski,https://www.yelp.com/biz/precision-dental-care-chicago-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,Chicago Top Physical Therapy,+17739930366,41.96911,-87.72892,Yelp Rating: 5.0 Reviews: 3,health,4830 N Pulaski Rd,https://www.yelp.com/biz/chicago-top-physical-therapy-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
10,Brite Dental,+17732672672,41.967103,-87.713777,Yelp Rating: 3.5 Reviews: 10,health,4714 N Kimball Ave,https://www.yelp.com/biz/brite-dental-chicago-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
11,Maya Family Medical Center,+17732677060,41.96335,-87.7275499,Yelp Rating: 1.5 Reviews: 6,health,4527 N Pulaski Rd,https://www.yelp.com/biz/maya-family-medical-center-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Chicago Limo Services,+13123768175,41.97026,-87.713367,Yelp Rating: 5.0 Reviews: 1,transport,4845 N Kimball Ave,https://www.yelp.com/biz/chicago-limo-services-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Globe Taxi,+17737256500,41.9684677124023,-87.7313690185547,Yelp Rating: 1.5 Reviews: 54,transport,4118 W Lawrence Ave,https://www.yelp.com/biz/globe-taxi-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,American Flag Limousine,+17734784000,41.96494,-87.71062,Yelp Rating: 1.0 Reviews: 1,transport,4609 N Spaulding Ave,https://www.yelp.com/biz/american-flag-limousine-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,CTA - Kedzie,+17732798900,41.966064561916,-87.708539838047,Yelp Rating: 4.0 Reviews: 7,transport,4648 N Kedzie Ave,https://www.yelp.com/biz/cta-kedzie-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Dispatch Taxi Affiliation,+17736852900,41.9631099,-87.7330958,Yelp Rating: 1.5 Reviews: 69,transport,4536 N Elston Ave,https://www.yelp.com/biz/dispatch-taxi-affiliation-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,Griggs J D Trucking Co,+17737772542,41.97035,-87.74435,Yelp Rating: 2.0 Reviews: 1,transport,4950 N Elston Ave,https://www.yelp.com/biz/griggs-j-d-trucking-co-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,CTA - Montrose,+13128367000,41.9608879089355,-87.7429733276367,Yelp Rating: 2.0 Reviews: 6,transport,4600 W Montrose Ave,https://www.yelp.com/biz/cta-montrose-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,Lakeview Limousine,+17734304460,41.9838219,-87.7104263,Yelp Rating: 3.0 Reviews: 2,transport,3233 W Olive Ave,https://www.yelp.com/biz/lakeview-limousine-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,Pronto Freight Inc,+17734439155,41.9781303,-87.6993332,Yelp Rating: 1.0 Reviews: 1,transport,5312 N California Ave,https://www.yelp.com/biz/pronto-freight-inc-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Wingstop,+17738474747,41.8124536,-87.7239708,Yelp Rating: 2.0 Reviews: 31,restaurants,4428 S Pulaski Rd,https://www.yelp.com/biz/wingstop-chicago-14?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Nicky's Hot Dogs,+17735234555,41.80957,-87.72326,Yelp Rating: 2.5 Reviews: 14,restaurants,4601 S Pulaski Rd,https://www.yelp.com/biz/nickys-hot-dogs-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,Subway,+17739278447,41.8129969,-87.7239895,Yelp Rating: 2.0 Reviews: 1,restaurants,4406 S Pulaski Rd,https://www.yelp.com/biz/subway-chicago-68?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Papa Santiago's Pizzeria,+17734549396,41.8077336841718,-87.7253355458379,Yelp Rating: 5.0 Reviews: 3,restaurants,4045 West 47th St,https://www.yelp.com/biz/papa-santiagos-pizzeria-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Illinois Bar & Grill On 47th,+17738472525,41.8075942993164,-87.727409362793,Yelp Rating: 3.5 Reviews: 115,restaurants,4135 W 47th St,https://www.yelp.com/biz/illinois-bar-and-grill-on-47th-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,El Asador,+17732549983,41.80759,-87.72689,Yelp Rating: 3.0 Reviews: 37,restaurants,4117 W 47th St,https://www.yelp.com/biz/el-asador-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,Mariscos Luis,+17738433448,41.8075714111328,-87.7295303344727,Yelp Rating: 3.5 Reviews: 25,restaurants,4225 W 47th St,https://www.yelp.com/biz/mariscos-luis-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,Las Maravillas Restaurant,+17735238426,41.8145486,-87.7240246,Yelp Rating: 2.0 Reviews: 1,restaurants,4316 S Pulaski Rd,https://www.yelp.com/biz/las-maravillas-restaurant-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,El Barbecho,+17738237580,41.8146756539641,-87.7238129111594,Yelp Rating: 4.0 Reviews: 23,restaurants,4316 S Pulaski Rd,https://www.yelp.com/biz/el-barbecho-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,El Muelle,+17732479811,41.807559967041,-87.7305068969727,Yelp Rating: 2.5 Reviews: 17,restaurants,4253 W 47th St,https://www.yelp.com/biz/el-muelle-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
10,All Style Buffet,+17739276888,41.8145988,-87.7237151,Yelp Rating: 2.5 Reviews: 38,restaurants,4305 S Pulaski Rd,https://www.yelp.com/biz/all-style-buffet-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Aldi,+12194642500,41.8101936171005,-87.7233557951065,Yelp Rating: 3.5 Reviews: 6,food,4501 S Pulaski Rd,https://www.yelp.com/biz/aldi-chicago-21?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Vitner C J Co,+17735237900,41.8126207942623,-87.7298939051003,Yelp Rating: 3.5 Reviews: 9,food,4425 S Tripp Ave,https://www.yelp.com/biz/vitner-c-j-co-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,La Central Bakery,+17733765155,41.808094,-87.726921,Yelp Rating: 4.5 Reviews: 3,food,4120 W 47th St,https://www.yelp.com/biz/la-central-bakery-chicago-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Starbucks,+17735792120,41.812466,-87.722435,Yelp Rating: 2.0 Reviews: 13,food,4433 S Pulaski,https://www.yelp.com/biz/starbucks-chicago-294?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Columbus Meat Market,+13128292480,41.8129,-87.7302799,Yelp Rating: 4.5 Reviews: 23,food,4420 S Tripp Ave,https://www.yelp.com/biz/columbus-meat-market-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,El Ranchero Food Products,+17738476511,41.8119010925293,-87.730842590332,Yelp Rating: 3.0 Reviews: 2,food,4457 S Kildare Ave,https://www.yelp.com/biz/el-ranchero-food-products-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,La Michoacana,+17738239121,41.8140742318012,-87.7239127111349,Yelp Rating: 3.5 Reviews: 10,food,4336 S Pulaski Rd,https://www.yelp.com/biz/la-michoacana-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,Walgreens,+17739270523,41.80762,-87.72255,Yelp Rating: 4.0 Reviews: 5,food,3943 W 47Th St,https://www.yelp.com/biz/walgreens-chicago-53?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,The World's Finest Chocolate,+17732544762,41.8147357,-87.724027,Yelp Rating: 3.5 Reviews: 5,food,4310 S Pulaski Rd,https://www.yelp.com/biz/the-worlds-finest-chocolate-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,Pete's Fresh Market,+17739274300,41.81382,-87.72279,Yelp Rating: 4.0 Reviews: 67,food,4343 S Pulaski Rd,https://www.yelp.com/biz/petes-fresh-market-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
10,Citgo Food Mart,+17732477999,41.8076184,-87.7317213,Yelp Rating: 4.0 Reviews: 1,food,4319 W 47th St,https://www.yelp.com/biz/citgo-food-mart-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
11,Pastel! Cakes and More,+17735235595,41.80549,-87.72388,Yelp Rating: 4.0 Reviews: 101,food,4814 S Pulaski Rd,https://www.yelp.com/biz/pastel-cakes-and-more-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Athletico Physical Therapy - Midway,+17738473123,41.813135,-87.72382,Yelp Rating: 5.0 Reviews: 7,health,4412 S Pulaski Rd,https://www.yelp.com/biz/athletico-physical-therapy-midway-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Studio Dental,+17732543300,41.8145886,-87.7239849,Yelp Rating: 2.5 Reviews: 12,health,4310 S Pulaski Rd,https://www.yelp.com/biz/studio-dental-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,Archer Heights Family Dentistry,+17733761111,41.8068456,-87.7238136,Yelp Rating: 4.0 Reviews: 9,health,4732 S Pulaski Rd,https://www.yelp.com/biz/archer-heights-family-dentistry-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Mercy Medical,+17735852410,41.8146552990636,-87.7228233863542,Yelp Rating: 1.5 Reviews: 4,health,4321 S Pulaski Rd,https://www.yelp.com/biz/mercy-medical-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Midwest Physician Pain Center,+17738699550,41.80644,-87.72391,Yelp Rating: 5.0 Reviews: 1,health,4748 S Pulaski Rd,https://www.yelp.com/biz/midwest-physician-pain-center-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,Visionworks,+17738471911,41.8145038,-87.7237151,Yelp Rating: 2.5 Reviews: 12,health,4313 S Pulaski,https://www.yelp.com/biz/visionworks-chicago-5?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,Smile Dental Care,+17732957600,41.80428,-87.7197,Yelp Rating: 1.0 Reviews: 2,health,4889 S Archer Ave,https://www.yelp.com/biz/smile-dental-care-chicago-6?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,"Jose Valle, DDS",+17732844044,41.80091,-87.73015,Yelp Rating: 1.0 Reviews: 3,health,5118 S Archer Ave,https://www.yelp.com/biz/jose-valle-dds-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,Lawndale Christian Health Center - Archer Heights,+18725883560,41.8007448,-87.7303297,Yelp Rating: 3.5 Reviews: 3,health,5122 S Archer,https://www.yelp.com/biz/lawndale-christian-health-center-archer-heights-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,Garcia Life Partners,+17737355600,41.8003816,-87.7305384,Yelp Rating: 3.0 Reviews: 5,health,5101 S Kildare Ave,https://www.yelp.com/biz/garcia-life-partners-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
10,Chicago Dental Solutions-Midway Square Dental Center,+17732840037,41.80035,-87.722885,Yelp Rating: 3.0 Reviews: 14,health,5109B S Pulaski Rd,https://www.yelp.com/biz/chicago-dental-solutions-midway-square-dental-center-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
